"","x","y","z","output"
"1",-4.5,-4.5,-4.5,-202.094218894028
"2",-1.5,-4.5,-4.5,-217.46414882035
"3",1.5,-4.5,-4.5,-39.6658431499447
"4",4.5,-4.5,-4.5,-249.782724066711
"5",-4.5,-1.5,-4.5,-275.279494278372
"6",-1.5,-1.5,-4.5,-221.551886975437
"7",1.5,-1.5,-4.5,-258.106390759423
"8",4.5,-1.5,-4.5,-213.422600564109
"9",-4.5,1.5,-4.5,-260.21147835107
"10",-1.5,1.5,-4.5,-270.180217839273
"11",1.5,1.5,-4.5,-240.122951218406
"12",4.5,1.5,-4.5,-292.444536821278
"13",-4.5,4.5,-4.5,-231.985051264739
"14",-1.5,4.5,-4.5,-241.935217666927
"15",1.5,4.5,-4.5,-273.452805698804
"16",4.5,4.5,-4.5,-247.179697495681
"17",-4.5,-4.5,-1.5,-208.888941137453
"18",-1.5,-4.5,-1.5,-276.972059118505
"19",1.5,-4.5,-1.5,-205.835513750044
"20",4.5,-4.5,-1.5,-219.646391912832
"21",-4.5,-1.5,-1.5,-269.834508153994
"22",-1.5,-1.5,-1.5,-211.212602900905
"23",1.5,-1.5,-1.5,-246.752094964705
"24",4.5,-1.5,-1.5,-169.543379135722
"25",-4.5,1.5,-1.5,-148.332018901746
"26",-1.5,1.5,-1.5,-132.392011954524
"27",1.5,1.5,-1.5,-168.318838032882
"28",4.5,1.5,-1.5,-281.707027322843
"29",-4.5,4.5,-1.5,-196.51172286643
"30",-1.5,4.5,-1.5,-253.494905045312
"31",1.5,4.5,-1.5,-240.425095993897
"32",4.5,4.5,-1.5,-172.159058306467
"33",-4.5,-4.5,1.5,-132.962347206509
"34",-1.5,-4.5,1.5,-175.742384663522
"35",1.5,-4.5,1.5,-108.062842331118
"36",4.5,-4.5,1.5,-211.473623556114
"37",-4.5,-1.5,1.5,-256.046896503361
"38",-1.5,-1.5,1.5,-162.375760856076
"39",1.5,-1.5,1.5,-245.105994504043
"40",4.5,-1.5,1.5,-173.36759545858
"41",-4.5,1.5,1.5,-255.229370901478
"42",-1.5,1.5,1.5,-236.21119420601
"43",1.5,1.5,1.5,-242.355360035756
"44",4.5,1.5,1.5,-254.785592830287
"45",-4.5,4.5,1.5,-295.584629722586
"46",-1.5,4.5,1.5,-216.941848537564
"47",1.5,4.5,1.5,-264.194635919578
"48",4.5,4.5,1.5,-281.179589954755
"49",-4.5,-4.5,4.5,-226.574726152783
"50",-1.5,-4.5,4.5,-296.376656365957
"51",1.5,-4.5,4.5,-211.140619919711
"52",4.5,-4.5,4.5,-290.135461120981
"53",-4.5,-1.5,4.5,-252.453421797985
"54",-1.5,-1.5,4.5,-202.265441109348
"55",1.5,-1.5,4.5,-286.090584352269
"56",4.5,-1.5,4.5,-191.250417302893
"57",-4.5,1.5,4.5,-165.623242827641
"58",-1.5,1.5,4.5,-276.567577111409
"59",1.5,1.5,4.5,-238.289248609227
"60",4.5,1.5,4.5,-214.895650024144
"61",-4.5,4.5,4.5,-227.364867570749
"62",-1.5,4.5,4.5,-207.606415513165
"63",1.5,4.5,4.5,-151.782649107488
"64",4.5,4.5,4.5,-126.430566561843
"65",-5,-5,-5,-233.428157458408
"66",-3.33333333333333,-5,-5,-200.598988200645
"67",-1.66666666666667,-5,-5,-215.241747472479
"68",0,-5,-5,-241.759231629744
"69",1.66666666666667,-5,-5,-237.2282042197
"70",3.33333333333333,-5,-5,-74.2915722315679
"71",5,-5,-5,-252.715826897777
"72",-5,-3.33333333333333,-5,-237.034727146053
"73",-3.33333333333333,-3.33333333333333,-5,-178.605487348065
"74",-1.66666666666667,-3.33333333333333,-5,-249.451355889557
"75",0,-3.33333333333333,-5,-258.79965175107
"76",1.66666666666667,-3.33333333333333,-5,-55.1023311523083
"77",3.33333333333333,-3.33333333333333,-5,-221.895308434429
"78",5,-3.33333333333333,-5,-229.867636446846
"79",-5,-1.66666666666667,-5,-81.1040595754226
"80",-3.33333333333333,-1.66666666666667,-5,-275.026296548814
"81",-1.66666666666667,-1.66666666666667,-5,-209.6935264509
"82",0,-1.66666666666667,-5,-205.181385432457
"83",1.66666666666667,-1.66666666666667,-5,-222.145486203964
"84",3.33333333333333,-1.66666666666667,-5,-234.686628473865
"85",5,-1.66666666666667,-5,-195.120922452947
"86",-5,0,-5,-224.330511742682
"87",-3.33333333333333,0,-5,-249.061900880168
"88",-1.66666666666667,0,-5,-170.353621237612
"89",0,0,-5,-211.277157353367
"90",1.66666666666667,0,-5,-286.318203388497
"91",3.33333333333333,0,-5,-191.534913688446
"92",5,0,-5,-73.1385720374936
"93",-5,1.66666666666667,-5,-254.052118674014
"94",-3.33333333333333,1.66666666666667,-5,-156.106508983649
"95",-1.66666666666667,1.66666666666667,-5,-263.08692365555
"96",0,1.66666666666667,-5,-150.103515583824
"97",1.66666666666667,1.66666666666667,-5,-216.329990804835
"98",3.33333333333333,1.66666666666667,-5,-182.869408016292
"99",5,1.66666666666667,-5,-249.240547045911
"100",-5,3.33333333333333,-5,-106.337068327776
"101",-3.33333333333333,3.33333333333333,-5,-149.893616347981
"102",-1.66666666666667,3.33333333333333,-5,-236.730228539006
"103",0,3.33333333333333,-5,-166.941535123876
"104",1.66666666666667,3.33333333333333,-5,-247.574351631053
"105",3.33333333333333,3.33333333333333,-5,-297.36668684743
"106",5,3.33333333333333,-5,-138.959378892133
"107",-5,5,-5,-256.819757351579
"108",-3.33333333333333,5,-5,-238.761955814756
"109",-1.66666666666667,5,-5,-219.896005208409
"110",0,5,-5,-185.207124048136
"111",1.66666666666667,5,-5,-266.130906069545
"112",3.33333333333333,5,-5,-187.260143031593
"113",5,5,-5,-255.277875515707
"114",-5,-5,-3.33333333333333,-291.515543429456
"115",-3.33333333333333,-5,-3.33333333333333,-102.084356804209
"116",-1.66666666666667,-5,-3.33333333333333,-273.484333904739
"117",0,-5,-3.33333333333333,-185.142713070864
"118",1.66666666666667,-5,-3.33333333333333,-251.144559873396
"119",3.33333333333333,-5,-3.33333333333333,-112.150126634945
"120",5,-5,-3.33333333333333,-260.764397817147
"121",-5,-3.33333333333333,-3.33333333333333,-222.067763526001
"122",-3.33333333333333,-3.33333333333333,-3.33333333333333,-234.808891969121
"123",-1.66666666666667,-3.33333333333333,-3.33333333333333,-185.335611310826
"124",0,-3.33333333333333,-3.33333333333333,-281.615986116021
"125",1.66666666666667,-3.33333333333333,-3.33333333333333,42.9433098055427
"126",3.33333333333333,-3.33333333333333,-3.33333333333333,-275.893532044159
"127",5,-3.33333333333333,-3.33333333333333,-268.274171372908
"128",-5,-1.66666666666667,-3.33333333333333,-185.757389261691
"129",-3.33333333333333,-1.66666666666667,-3.33333333333333,-185.354892867684
"130",-1.66666666666667,-1.66666666666667,-3.33333333333333,-222.43978159923
"131",0,-1.66666666666667,-3.33333333333333,-202.40896378333
"132",1.66666666666667,-1.66666666666667,-3.33333333333333,-268.026609401429
"133",3.33333333333333,-1.66666666666667,-3.33333333333333,-204.937311340637
"134",5,-1.66666666666667,-3.33333333333333,-115.582915824907
"135",-5,0,-3.33333333333333,-228.42419827389
"136",-3.33333333333333,0,-3.33333333333333,-288.110739097119
"137",-1.66666666666667,0,-3.33333333333333,-49.7881469241936
"138",0,0,-3.33333333333333,-248.244681411878
"139",1.66666666666667,0,-3.33333333333333,-241.50713276985
"140",3.33333333333333,0,-3.33333333333333,-115.785678273829
"141",5,0,-3.33333333333333,-214.470712739525
"142",-5,1.66666666666667,-3.33333333333333,-283.434014775478
"143",-3.33333333333333,1.66666666666667,-3.33333333333333,30.9045846861282
"144",-1.66666666666667,1.66666666666667,-3.33333333333333,-268.314475217722
"145",0,1.66666666666667,-3.33333333333333,-215.052392569048
"146",1.66666666666667,1.66666666666667,-3.33333333333333,-213.29824074065
"147",3.33333333333333,1.66666666666667,-3.33333333333333,-231.660214999111
"148",5,1.66666666666667,-3.33333333333333,-274.356759399474
"149",-5,3.33333333333333,-3.33333333333333,-152.327748958978
"150",-3.33333333333333,3.33333333333333,-3.33333333333333,-270.632868592501
"151",-1.66666666666667,3.33333333333333,-3.33333333333333,-201.148242142751
"152",0,3.33333333333333,-3.33333333333333,-69.9610800209211
"153",1.66666666666667,3.33333333333333,-3.33333333333333,-219.233065871297
"154",3.33333333333333,3.33333333333333,-3.33333333333333,-274.409222408695
"155",5,3.33333333333333,-3.33333333333333,-194.994954623858
"156",-5,5,-3.33333333333333,-184.593701077726
"157",-3.33333333333333,5,-3.33333333333333,-156.845415673259
"158",-1.66666666666667,5,-3.33333333333333,-187.811727865553
"159",0,5,-3.33333333333333,-249.842814013333
"160",1.66666666666667,5,-3.33333333333333,-228.850170168175
"161",3.33333333333333,5,-3.33333333333333,-219.312682429326
"162",5,5,-3.33333333333333,-214.627709330931
"163",-5,-5,-1.66666666666667,-297.874843382837
"164",-3.33333333333333,-5,-1.66666666666667,-237.680680305934
"165",-1.66666666666667,-5,-1.66666666666667,-277.807343050298
"166",0,-5,-1.66666666666667,-211.578283704574
"167",1.66666666666667,-5,-1.66666666666667,-236.895449272516
"168",3.33333333333333,-5,-1.66666666666667,-149.654163184808
"169",5,-5,-1.66666666666667,-190.645411294894
"170",-5,-3.33333333333333,-1.66666666666667,-200.110767307131
"171",-3.33333333333333,-3.33333333333333,-1.66666666666667,-195.381505191955
"172",-1.66666666666667,-3.33333333333333,-1.66666666666667,-254.381924941056
"173",0,-3.33333333333333,-1.66666666666667,-207.907206975881
"174",1.66666666666667,-3.33333333333333,-1.66666666666667,-112.420392972617
"175",3.33333333333333,-3.33333333333333,-1.66666666666667,-273.533069373554
"176",5,-3.33333333333333,-1.66666666666667,-261.627821141676
"177",-5,-1.66666666666667,-1.66666666666667,-158.455706752811
"178",-3.33333333333333,-1.66666666666667,-1.66666666666667,-276.834351240908
"179",-1.66666666666667,-1.66666666666667,-1.66666666666667,-156.28257225485
"180",0,-1.66666666666667,-1.66666666666667,-238.590082310536
"181",1.66666666666667,-1.66666666666667,-1.66666666666667,-222.546567034248
"182",3.33333333333333,-1.66666666666667,-1.66666666666667,-218.741178339843
"183",5,-1.66666666666667,-1.66666666666667,75.8372434511437
"184",-5,0,-1.66666666666667,-215.679233605838
"185",-3.33333333333333,0,-1.66666666666667,-222.214121327251
"186",-1.66666666666667,0,-1.66666666666667,-186.439387705183
"187",0,0,-1.66666666666667,-247.226841849223
"188",1.66666666666667,0,-1.66666666666667,-219.417822324609
"189",3.33333333333333,0,-1.66666666666667,29.7002965548272
"190",5,0,-1.66666666666667,-275.591338294109
"191",-5,1.66666666666667,-1.66666666666667,-270.522449313176
"192",-3.33333333333333,1.66666666666667,-1.66666666666667,-137.46337441783
"193",-1.66666666666667,1.66666666666667,-1.66666666666667,-198.943635715803
"194",0,1.66666666666667,-1.66666666666667,-249.35582518622
"195",1.66666666666667,1.66666666666667,-1.66666666666667,-114.910009300607
"196",3.33333333333333,1.66666666666667,-1.66666666666667,-258.580045191305
"197",5,1.66666666666667,-1.66666666666667,-194.465988084412
"198",-5,3.33333333333333,-1.66666666666667,-223.128484406218
"199",-3.33333333333333,3.33333333333333,-1.66666666666667,-215.274777473666
"200",-1.66666666666667,3.33333333333333,-1.66666666666667,-289.125637948363
"201",0,3.33333333333333,-1.66666666666667,-113.682969480031
"202",1.66666666666667,3.33333333333333,-1.66666666666667,-270.64216736107
"203",3.33333333333333,3.33333333333333,-1.66666666666667,-246.82602460213
"204",5,3.33333333333333,-1.66666666666667,-223.851125919641
"205",-5,5,-1.66666666666667,-243.671226662628
"206",-3.33333333333333,5,-1.66666666666667,-227.83807647743
"207",-1.66666666666667,5,-1.66666666666667,-77.5378512824225
"208",0,5,-1.66666666666667,-280.269391651464
"209",1.66666666666667,5,-1.66666666666667,-221.695836690582
"210",3.33333333333333,5,-1.66666666666667,-277.848253511769
"211",5,5,-1.66666666666667,-114.174501580574
"212",-5,-5,0,-279.736857505673
"213",-3.33333333333333,-5,0,-214.338681921587
"214",-1.66666666666667,-5,0,-252.560558394851
"215",0,-5,0,-258.63190043423
"216",1.66666666666667,-5,0,-171.077003893377
"217",3.33333333333333,-5,0,-222.533380634862
"218",5,-5,0,-261.544282958313
"219",-5,-3.33333333333333,0,-250.326175689677
"220",-3.33333333333333,-3.33333333333333,0,-206.328549502505
"221",-1.66666666666667,-3.33333333333333,0,-287.690940290415
"222",0,-3.33333333333333,0,-178.783642684521
"223",1.66666666666667,-3.33333333333333,0,-227.16595401231
"224",3.33333333333333,-3.33333333333333,0,-250.558586025867
"225",5,-3.33333333333333,0,-189.952637485881
"226",-5,-1.66666666666667,0,-95.4146351724605
"227",-3.33333333333333,-1.66666666666667,0,-297.23603691532
"228",-1.66666666666667,-1.66666666666667,0,-116.803741250715
"229",0,-1.66666666666667,0,-271.074052173114
"230",1.66666666666667,-1.66666666666667,0,-141.407253748575
"231",3.33333333333333,-1.66666666666667,0,-263.79088800444
"232",5,-1.66666666666667,0,-167.294524519256
"233",-5,0,0,-273.95087067835
"234",-3.33333333333333,0,0,-153.462273368553
"235",-1.66666666666667,0,0,-210.264557011206
"236",0,0,0,-228.718916870988
"237",1.66666666666667,0,0,-203.982487727562
"238",3.33333333333333,0,0,83.5491270041715
"239",5,0,0,-254.108660296262
"240",-5,1.66666666666667,0,-142.235766759258
"241",-3.33333333333333,1.66666666666667,0,-210.155139243994
"242",-1.66666666666667,1.66666666666667,0,-215.356886755508
"243",0,1.66666666666667,0,-185.221981322127
"244",1.66666666666667,1.66666666666667,0,-177.362836566844
"245",3.33333333333333,1.66666666666667,0,-176.978906981009
"246",5,1.66666666666667,0,-250.845720849463
"247",-5,3.33333333333333,0,-239.713441593964
"248",-3.33333333333333,3.33333333333333,0,-210.657415911362
"249",-1.66666666666667,3.33333333333333,0,-241.498852046109
"250",0,3.33333333333333,0,-154.786194338462
"251",1.66666666666667,3.33333333333333,0,-229.020654402142
"252",3.33333333333333,3.33333333333333,0,-223.28371162118
"253",5,3.33333333333333,0,-40.6993918968424
"254",-5,5,0,-2.05362095682835
"255",-3.33333333333333,5,0,-251.389478418915
"256",-1.66666666666667,5,0,-84.0191155356257
"257",0,5,0,-204.160795767537
"258",1.66666666666667,5,0,-232.703861311668
"259",3.33333333333333,5,0,-165.555089970632
"260",5,5,0,-183.552095985501
"261",-5,-5,1.66666666666667,-255.941421705317
"262",-3.33333333333333,-5,1.66666666666667,-130.22701829416
"263",-1.66666666666667,-5,1.66666666666667,-283.230407433548
"264",0,-5,1.66666666666667,-223.296328535284
"265",1.66666666666667,-5,1.66666666666667,-256.665706044111
"266",3.33333333333333,-5,1.66666666666667,-226.000520819848
"267",5,-5,1.66666666666667,-259.193582235172
"268",-5,-3.33333333333333,1.66666666666667,-252.742346664918
"269",-3.33333333333333,-3.33333333333333,1.66666666666667,-245.741970897207
"270",-1.66666666666667,-3.33333333333333,1.66666666666667,-283.626385608746
"271",0,-3.33333333333333,1.66666666666667,-239.845145217412
"272",1.66666666666667,-3.33333333333333,1.66666666666667,-231.4310950817
"273",3.33333333333333,-3.33333333333333,1.66666666666667,-286.592689008252
"274",5,-3.33333333333333,1.66666666666667,-156.669910095057
"275",-5,-1.66666666666667,1.66666666666667,-251.112686028103
"276",-3.33333333333333,-1.66666666666667,1.66666666666667,-290.441545707988
"277",-1.66666666666667,-1.66666666666667,1.66666666666667,-251.47520640333
"278",0,-1.66666666666667,1.66666666666667,-252.186290359501
"279",1.66666666666667,-1.66666666666667,1.66666666666667,-281.683977340003
"280",3.33333333333333,-1.66666666666667,1.66666666666667,-209.71872634125
"281",5,-1.66666666666667,1.66666666666667,-190.158725916906
"282",-5,0,1.66666666666667,-267.854836287958
"283",-3.33333333333333,0,1.66666666666667,-226.788746290142
"284",-1.66666666666667,0,1.66666666666667,-219.723255000476
"285",0,0,1.66666666666667,-252.015496729641
"286",1.66666666666667,0,1.66666666666667,-199.182277294174
"287",3.33333333333333,0,1.66666666666667,-214.854502165251
"288",5,0,1.66666666666667,-254.370177454649
"289",-5,1.66666666666667,1.66666666666667,-260.836687981633
"290",-3.33333333333333,1.66666666666667,1.66666666666667,-188.048237212903
"291",-1.66666666666667,1.66666666666667,1.66666666666667,-286.816032881668
"292",0,1.66666666666667,1.66666666666667,-135.259019602982
"293",1.66666666666667,1.66666666666667,1.66666666666667,-256.601179317814
"294",3.33333333333333,1.66666666666667,1.66666666666667,-52.9545127279791
"295",5,1.66666666666667,1.66666666666667,-249.889675768516
"296",-5,3.33333333333333,1.66666666666667,-169.193527111051
"297",-3.33333333333333,3.33333333333333,1.66666666666667,-253.891927581792
"298",-1.66666666666667,3.33333333333333,1.66666666666667,-218.650383651192
"299",0,3.33333333333333,1.66666666666667,-183.769586421417
"300",1.66666666666667,3.33333333333333,1.66666666666667,-190.101290822591
"301",3.33333333333333,3.33333333333333,1.66666666666667,-246.21683294275
"302",5,3.33333333333333,1.66666666666667,-107.917278910738
"303",-5,5,1.66666666666667,-244.544594991156
"304",-3.33333333333333,5,1.66666666666667,-193.54606672715
"305",-1.66666666666667,5,1.66666666666667,-226.984065310621
"306",0,5,1.66666666666667,-215.478147236978
"307",1.66666666666667,5,1.66666666666667,-270.122825731502
"308",3.33333333333333,5,1.66666666666667,-96.6120014703704
"309",5,5,1.66666666666667,-266.80853272872
"310",-5,-5,3.33333333333333,-260.518890640496
"311",-3.33333333333333,-5,3.33333333333333,-82.8936719386893
"312",-1.66666666666667,-5,3.33333333333333,-272.839310598974
"313",0,-5,3.33333333333333,-189.725681452196
"314",1.66666666666667,-5,3.33333333333333,-295.348210116885
"315",3.33333333333333,-5,3.33333333333333,-195.413369379004
"316",5,-5,3.33333333333333,-296.409855041484
"317",-5,-3.33333333333333,3.33333333333333,-207.047429152602
"318",-3.33333333333333,-3.33333333333333,3.33333333333333,-215.927606380567
"319",-1.66666666666667,-3.33333333333333,3.33333333333333,-246.405815640288
"320",0,-3.33333333333333,3.33333333333333,-268.230161695522
"321",1.66666666666667,-3.33333333333333,3.33333333333333,-178.302568319388
"322",3.33333333333333,-3.33333333333333,3.33333333333333,-296.211878065408
"323",5,-3.33333333333333,3.33333333333333,-121.384739983452
"324",-5,-1.66666666666667,3.33333333333333,-168.07444340416
"325",-3.33333333333333,-1.66666666666667,3.33333333333333,-211.720911305316
"326",-1.66666666666667,-1.66666666666667,3.33333333333333,-202.621479883182
"327",0,-1.66666666666667,3.33333333333333,-201.678469880905
"328",1.66666666666667,-1.66666666666667,3.33333333333333,-256.484369151657
"329",3.33333333333333,-1.66666666666667,3.33333333333333,-234.650677266915
"330",5,-1.66666666666667,3.33333333333333,-229.032206835946
"331",-5,0,3.33333333333333,-271.006782160088
"332",-3.33333333333333,0,3.33333333333333,-254.020070352749
"333",-1.66666666666667,0,3.33333333333333,-178.615543788572
"334",0,0,3.33333333333333,-287.401349912291
"335",1.66666666666667,0,3.33333333333333,-242.994111628173
"336",3.33333333333333,0,3.33333333333333,-185.990899687788
"337",5,0,3.33333333333333,-281.081453260386
"338",-5,1.66666666666667,3.33333333333333,-275.612965153794
"339",-3.33333333333333,1.66666666666667,3.33333333333333,-166.208853326597
"340",-1.66666666666667,1.66666666666667,3.33333333333333,-294.624885891804
"341",0,1.66666666666667,3.33333333333333,-230.02280815183
"342",1.66666666666667,1.66666666666667,3.33333333333333,-256.12398298726
"343",3.33333333333333,1.66666666666667,3.33333333333333,-245.289349425725
"344",5,1.66666666666667,3.33333333333333,-253.177254652721
"345",-5,3.33333333333333,3.33333333333333,-215.931277518998
"346",-3.33333333333333,3.33333333333333,3.33333333333333,-276.141630952208
"347",-1.66666666666667,3.33333333333333,3.33333333333333,-200.091751357717
"348",0,3.33333333333333,3.33333333333333,-115.892714634043
"349",1.66666666666667,3.33333333333333,3.33333333333333,-276.453439551127
"350",3.33333333333333,3.33333333333333,3.33333333333333,-162.333676384535
"351",5,3.33333333333333,3.33333333333333,-145.206527269875
"352",-5,5,3.33333333333333,-286.074232362013
"353",-3.33333333333333,5,3.33333333333333,-203.965841506364
"354",-1.66666666666667,5,3.33333333333333,-239.136483831878
"355",0,5,3.33333333333333,-253.946147603968
"356",1.66666666666667,5,3.33333333333333,-196.700224653022
"357",3.33333333333333,5,3.33333333333333,-212.781231214635
"358",5,5,3.33333333333333,-220.928560490209
"359",-5,-5,5,-283.083190505438
"360",-3.33333333333333,-5,5,41.4022169916501
"361",-1.66666666666667,-5,5,-277.078030188794
"362",0,-5,5,-156.093170100741
"363",1.66666666666667,-5,5,-219.389546343364
"364",3.33333333333333,-5,5,-249.701239635835
"365",5,-5,5,-257.686597308821
"366",-5,-3.33333333333333,5,-117.209208891908
"367",-3.33333333333333,-3.33333333333333,5,-260.561056893907
"368",-1.66666666666667,-3.33333333333333,5,-259.960839118419
"369",0,-3.33333333333333,5,-171.38536967573
"370",1.66666666666667,-3.33333333333333,5,-210.609287301087
"371",3.33333333333333,-3.33333333333333,5,-260.989774028679
"372",5,-3.33333333333333,5,-193.469361532815
"373",-5,-1.66666666666667,5,-198.15082744392
"374",-3.33333333333333,-1.66666666666667,5,-280.174378696315
"375",-1.66666666666667,-1.66666666666667,5,-173.337673067945
"376",0,-1.66666666666667,5,-222.177792881494
"377",1.66666666666667,-1.66666666666667,5,-235.981132367874
"378",3.33333333333333,-1.66666666666667,5,-289.253622972476
"379",5,-1.66666666666667,5,-168.330192513795
"380",-5,0,5,-222.999834257412
"381",-3.33333333333333,0,5,-251.26124151846
"382",-1.66666666666667,0,5,-235.982503614684
"383",0,0,5,-283.926374759894
"384",1.66666666666667,0,5,-234.707502291132
"385",3.33333333333333,0,5,-185.055765013054
"386",5,0,5,-286.743664810832
"387",-5,1.66666666666667,5,-216.285779970197
"388",-3.33333333333333,1.66666666666667,5,-127.865391468775
"389",-1.66666666666667,1.66666666666667,5,-291.64293115133
"390",0,1.66666666666667,5,-234.892704655611
"391",1.66666666666667,1.66666666666667,5,-211.350289190204
"392",3.33333333333333,1.66666666666667,5,-295.011156828811
"393",5,1.66666666666667,5,-195.165703813397
"394",-5,3.33333333333333,5,-218.882064704001
"395",-3.33333333333333,3.33333333333333,5,-268.76203632128
"396",-1.66666666666667,3.33333333333333,5,-246.89635548863
"397",0,3.33333333333333,5,-132.955928705872
"398",1.66666666666667,3.33333333333333,5,-296.183360399457
"399",3.33333333333333,3.33333333333333,5,-145.685585206349
"400",5,3.33333333333333,5,-234.870908119944
"401",-5,5,5,-277.088982781302
"402",-3.33333333333333,5,5,-229.927704174884
"403",-1.66666666666667,5,5,-177.740331044422
"404",0,5,5,-289.944424526149
"405",1.66666666666667,5,5,-76.8194647194179
"406",3.33333333333333,5,5,-271.748309542964
"407",5,5,5,-118.873282180641
